Country Name,Year,Period,PC1,PC2,Hierarchical Cluster,explained_variance_pc1,explained_variance_pc2
Chile,2020,Early COVID,-0.423951737421225,-1.390255239512463,0,0.2934062967741782,0.14661133970818954
China,2020,Early COVID,1.166127575094005,1.0431991515868582,0,0.2934062967741782,0.14661133970818954
Colombia,2020,Early COVID,-0.4248911129817199,-2.08818817141861,0,0.2934062967741782,0.14661133970818954
Costa Rica,2020,Early COVID,-1.255497223767612,-1.6249632960421592,0,0.2934062967741782,0.14661133970818954
Cote d'Ivoire,2020,Early COVID,2.8477674020194326,0.46794178862272917,1,0.2934062967741782,0.14661133970818954
Croatia,2020,Early COVID,-1.7182286226599388,-0.5173661767718745,0,0.2934062967741782,0.14661133970818954
Cyprus,2020,Early COVID,-2.5279233772832908,-0.6007538942048641,0,0.2934062967741782,0.14661133970818954
Czechia,2020,Early COVID,-2.889958432733601,0.7605304047194126,0,0.2934062967741782,0.14661133970818954
Denmark,2020,Early COVID,-3.2711131846236734,-0.30785186311383694,0,0.2934062967741782,0.14661133970818954
Dominican Republic,2020,Early COVID,0.7614568457380668,-0.3624333039555003,1,0.2934062967741782,0.14661133970818954
Ecuador,2020,Early COVID,0.18960358981725273,-1.2715571339946612,1,0.2934062967741782,0.14661133970818954
"Egypt, Arab Rep.",2020,Early COVID,2.9309351696929933,-0.4012508485763343,1,0.2934062967741782,0.14661133970818954
El Salvador,2020,Early COVID,-0.25162156999192176,-0.908112685014885,1,0.2934062967741782,0.14661133970818954
Estonia,2020,Early COVID,-2.33220720099789,0.9714263134747402,0,0.2934062967741782,0.14661133970818954
Fiji,2020,Early COVID,0.7796205084177968,-0.5596516076022918,1,0.2934062967741782,0.14661133970818954
Finland,2020,Early COVID,-2.3266532458663036,-0.6660865679068106,0,0.2934062967741782,0.14661133970818954
France,2020,Early COVID,-2.8781791608087888,-1.9028149800169902,0,0.2934062967741782,0.14661133970818954
"Gambia, The",2020,Early COVID,2.882637993087941,0.09172183391607065,1,0.2934062967741782,0.14661133970818954
Georgia,2020,Early COVID,0.8779370732012131,-0.3871538296741664,1,0.2934062967741782,0.14661133970818954
Germany,2020,Early COVID,-3.199907861025465,-0.8314936398132039,0,0.2934062967741782,0.14661133970818954
Ghana,2020,Early COVID,2.5813367775275533,0.6913967092149627,1,0.2934062967741782,0.14661133970818954
Greece,2020,Early COVID,-0.9729728969391851,-1.9145403401366592,0,0.2934062967741782,0.14661133970818954
Guatemala,2020,Early COVID,1.8771120349608075,-0.5854830348251203,1,0.2934062967741782,0.14661133970818954
Guinea,2020,Early COVID,4.7195811245704355,2.0085433632979974,1,0.2934062967741782,0.14661133970818954
Honduras,2020,Early COVID,1.2417513272147407,-0.5552425583691876,1,0.2934062967741782,0.14661133970818954
Hungary,2020,Early COVID,-2.046463689927419,2.594308190032218,0,0.2934062967741782,0.14661133970818954
Iceland,2020,Early COVID,-2.638802078924123,-1.0792293976264737,0,0.2934062967741782,0.14661133970818954
India,2020,Early COVID,3.746793908948643,0.21068598078067763,1,0.2934062967741782,0.14661133970818954
Indonesia,2020,Early COVID,2.312622682089903,0.7493510391106146,0,0.2934062967741782,0.14661133970818954
Ireland,2020,Early COVID,-2.5113302244571645,4.447865048989289,0,0.2934062967741782,0.14661133970818954
Israel,2020,Early COVID,-1.5128143211132954,-0.4144515997963891,0,0.2934062967741782,0.14661133970818954
Italy,2020,Early COVID,-1.9403983396715963,-1.677741581220591,0,0.2934062967741782,0.14661133970818954
Japan,2020,Early COVID,-3.0360899323516324,-1.1297160599779792,0,0.2934062967741782,0.14661133970818954
Jordan,2020,Early COVID,0.9445668640460391,-1.1635143765638982,0,0.2934062967741782,0.14661133970818954
Kazakhstan,2020,Early COVID,0.20674775175714874,0.5006882936097325,0,0.2934062967741782,0.14661133970818954
"Korea, Rep.",2020,Early COVID,-0.5621887184204258,0.6807391110301023,0,0.2934062967741782,0.14661133970818954
Kyrgyz Republic,2020,Early COVID,1.9586126394720482,0.26449165042764455,1,0.2934062967741782,0.14661133970818954
Latvia,2020,Early COVID,-1.3354428999658903,0.47085458467365304,0,0.2934062967741782,0.14661133970818954
Lesotho,2020,Early COVID,-0.37013050107602813,-0.1280196009723185,0,0.2934062967741782,0.14661133970818954
Lithuania,2020,Early COVID,-1.7787016303152974,0.7355943504747903,0,0.2934062967741782,0.14661133970818954
Luxembourg,2020,Early COVID,-5.294175843835896,6.168443122476211,2,0.2934062967741782,0.14661133970818954
Madagascar,2020,Early COVID,3.628753895183553,0.3317674077266853,1,0.2934062967741782,0.14661133970818954
Malaysia,2020,Early COVID,0.45806168861591307,1.3532082710701372,0,0.2934062967741782,0.14661133970818954
Malta,2020,Early COVID,-4.642778021031408,4.539615638563267,2,0.2934062967741782,0.14661133970818954
Mauritius,2020,Early COVID,-0.5964730698159526,-0.576818828975625,0,0.2934062967741782,0.14661133970818954
Mexico,2020,Early COVID,0.307033991095574,-0.003341222359578281,0,0.2934062967741782,0.14661133970818954
Moldova,2020,Early COVID,0.667823766617317,0.07038677598808775,1,0.2934062967741782,0.14661133970818954
Mongolia,2020,Early COVID,1.482645043437376,0.9758543346411505,1,0.2934062967741782,0.14661133970818954
Montenegro,2020,Early COVID,-0.9537479992653357,-1.8855194954417254,0,0.2934062967741782,0.14661133970818954
Morocco,2020,Early COVID,2.02119335445815,-0.38006883118655377,1,0.2934062967741782,0.14661133970818954
Mozambique,2020,Early COVID,2.8119708570356474,1.9210321000865167,1,0.2934062967741782,0.14661133970818954
Namibia,2020,Early COVID,0.40188184003301836,-2.0018294804419186,0,0.2934062967741782,0.14661133970818954
Nepal,2020,Early COVID,4.599871827802069,-0.9355925349286642,1,0.2934062967741782,0.14661133970818954
Netherlands,2020,Early COVID,-2.9683609607349735,0.37050320816656723,0,0.2934062967741782,0.14661133970818954
New Zealand,2020,Early COVID,-2.0137840683967734,-1.0996653409525277,0,0.2934062967741782,0.14661133970818954
Nicaragua,2020,Early COVID,0.722486755107882,-0.02582611048736984,1,0.2934062967741782,0.14661133970818954
Niger,2020,Early COVID,4.380513699379129,0.9325185883714578,1,0.2934062967741782,0.14661133970818954
North Macedonia,2020,Early COVID,-0.6160961325874477,0.17281431710168008,0,0.2934062967741782,0.14661133970818954
Norway,2020,Early COVID,-2.8938707207657277,-0.9371872707899102,0,0.2934062967741782,0.14661133970818954
Oman,2020,Early COVID,-1.5791894872010217,0.43666994982158336,0,0.2934062967741782,0.14661133970818954
Panama,2020,Early COVID,-1.25221765960713,-2.1787117590579443,0,0.2934062967741782,0.14661133970818954
Paraguay,2020,Early COVID,0.7764070943962125,0.03414675517295339,1,0.2934062967741782,0.14661133970818954
Peru,2020,Early COVID,0.2923333473997708,-0.9979179121414359,1,0.2934062967741782,0.14661133970818954
Philippines,2020,Early COVID,1.3712416532009986,-0.0889207437547475,1,0.2934062967741782,0.14661133970818954
Poland,2020,Early COVID,-1.2257504672189055,0.6558464838836057,0,0.2934062967741782,0.14661133970818954
Portugal,2020,Early COVID,-1.8563091030262442,-1.0689779595877966,0,0.2934062967741782,0.14661133970818954
Qatar,2020,Early COVID,-1.3821378780425178,1.5808109212979295,0,0.2934062967741782,0.14661133970818954
Romania,2020,Early COVID,-1.0789540820593981,0.053456618398672294,0,0.2934062967741782,0.14661133970818954
Russian Federation,2020,Early COVID,-1.0222151428915458,-0.661183251465359,0,0.2934062967741782,0.14661133970818954
Samoa,2020,Early COVID,0.152988447338299,-0.5755260943701014,1,0.2934062967741782,0.14661133970818954
Saudi Arabia,2020,Early COVID,-0.8989309989642101,-0.665655115818095,0,0.2934062967741782,0.14661133970818954
Senegal,2020,Early COVID,3.1401085879851256,0.9902026239449709,1,0.2934062967741782,0.14661133970818954
Serbia,2020,Early COVID,-0.49563412442626503,0.14536397041785612,0,0.2934062967741782,0.14661133970818954
Sierra Leone,2020,Early COVID,5.027059502129832,-0.7595496134209112,1,0.2934062967741782,0.14661133970818954
Singapore,2020,Early COVID,-3.9518288811237805,8.037770963076063,2,0.2934062967741782,0.14661133970818954
Slovak Republic,2020,Early COVID,-2.3072390896031596,1.3024974631590196,0,0.2934062967741782,0.14661133970818954
Slovenia,2020,Early COVID,-2.3146855646167803,0.8909533868587678,0,0.2934062967741782,0.14661133970818954
South Africa,2020,Early COVID,-1.1027099953384638,-2.920113485171664,0,0.2934062967741782,0.14661133970818954
Spain,2020,Early COVID,-2.397286735068769,-2.176844583971784,0,0.2934062967741782,0.14661133970818954
Sri Lanka,2020,Early COVID,1.8790986219608148,0.12121777335607985,1,0.2934062967741782,0.14661133970818954
Sweden,2020,Early COVID,-3.2585488398371223,-0.974601478897494,0,0.2934062967741782,0.14661133970818954
Switzerland,2020,Early COVID,-1.2206132709480269,0.42889866072745814,0,0.2934062967741782,0.14661133970818954
Tanzania,2020,Early COVID,4.181266533011735,1.3274832451889513,1,0.2934062967741782,0.14661133970818954
Thailand,2020,Early COVID,0.08410312429395211,1.3843096575891518,0,0.2934062967741782,0.14661133970818954
Timor-Leste,2020,Early COVID,1.3021997716027793,0.5441098301437405,1,0.2934062967741782,0.14661133970818954
Togo,2020,Early COVID,4.34236016034839,0.42962991316945925,1,0.2934062967741782,0.14661133970818954
Tonga,2020,Early COVID,2.212104717663847,0.3659969974062937,1,0.2934062967741782,0.14661133970818954
Turkiye,2020,Early COVID,0.16431694622944795,0.03408699785986128,0,0.2934062967741782,0.14661133970818954
Ukraine,2020,Early COVID,0.33371480577838036,-0.753103058164485,1,0.2934062967741782,0.14661133970818954
United Kingdom,2020,Early COVID,-3.5536748574662553,-1.8517927809508195,0,0.2934062967741782,0.14661133970818954
United States,2020,Early COVID,-3.0878124863422247,-3.1074994146263775,0,0.2934062967741782,0.14661133970818954
Uruguay,2020,Early COVID,-1.2503322932938175,-1.7664223670186145,0,0.2934062967741782,0.14661133970818954
Uzbekistan,2020,Early COVID,2.999092151468442,0.8875728980068837,1,0.2934062967741782,0.14661133970818954
Viet Nam,2020,Early COVID,1.8629351771784195,3.472107166398563,0,0.2934062967741782,0.14661133970818954
Zimbabwe,2020,Early COVID,2.3172927137143424,-0.24078942871153988,1,0.2934062967741782,0.14661133970818954
