Country Name,Year,Period,PC1,PC2,Hierarchical Cluster,explained_variance_pc1,explained_variance_pc2
"Korea, Rep.",2021,Mid-COVID,-0.8247986856487705,0.4148362538082214,0,0.2916117256109569,0.12724283061301148
Kyrgyz Republic,2021,Mid-COVID,1.5046699171959173,0.6471259617518428,0,0.2916117256109569,0.12724283061301148
Latvia,2021,Mid-COVID,-1.9141399968387804,0.23872321057115187,2,0.2916117256109569,0.12724283061301148
Lesotho,2021,Mid-COVID,0.05418357257442306,0.0708501215510497,0,0.2916117256109569,0.12724283061301148
Lithuania,2021,Mid-COVID,-1.8826501508606635,0.8056619154575636,2,0.2916117256109569,0.12724283061301148
Luxembourg,2021,Mid-COVID,-4.913381024244695,4.63761453907726,2,0.2916117256109569,0.12724283061301148
Madagascar,2021,Mid-COVID,3.569375519967944,0.307718728460318,3,0.2916117256109569,0.12724283061301148
Malaysia,2021,Mid-COVID,0.42140166196453666,1.6992498894816095,0,0.2916117256109569,0.12724283061301148
Malta,2021,Mid-COVID,-5.000310705414064,4.733775226614554,1,0.2916117256109569,0.12724283061301148
Mauritius,2021,Mid-COVID,-0.0772804294062158,0.21983570780741674,0,0.2916117256109569,0.12724283061301148
Mexico,2021,Mid-COVID,0.5308161791361421,0.41095006669404616,0,0.2916117256109569,0.12724283061301148
Moldova,2021,Mid-COVID,0.33301042295118954,0.16559089270957691,0,0.2916117256109569,0.12724283061301148
Mongolia,2021,Mid-COVID,0.8772224535537373,0.597999113744849,3,0.2916117256109569,0.12724283061301148
Montenegro,2021,Mid-COVID,-0.8203451758220257,-1.2780358428241854,0,0.2916117256109569,0.12724283061301148
Morocco,2021,Mid-COVID,2.338150888188575,0.09349265712795701,0,0.2916117256109569,0.12724283061301148
Mozambique,2021,Mid-COVID,2.5688739166722376,1.2835795080487702,3,0.2916117256109569,0.12724283061301148
Namibia,2021,Mid-COVID,0.5713576142809853,-1.5851084186810886,0,0.2916117256109569,0.12724283061301148
Nepal,2021,Mid-COVID,4.506094471252758,-0.6469985213986555,0,0.2916117256109569,0.12724283061301148
Netherlands,2021,Mid-COVID,-3.0911626035768904,0.3995328434453593,2,0.2916117256109569,0.12724283061301148
New Zealand,2021,Mid-COVID,-1.9046707323740573,-1.536792079807431,2,0.2916117256109569,0.12724283061301148
Nicaragua,2021,Mid-COVID,0.24581543962734703,-0.05314648828485248,0,0.2916117256109569,0.12724283061301148
Niger,2021,Mid-COVID,4.269623088179165,0.49006537358370417,3,0.2916117256109569,0.12724283061301148
North Macedonia,2021,Mid-COVID,-0.5248800336444848,0.4829556538168273,0,0.2916117256109569,0.12724283061301148
Norway,2021,Mid-COVID,-2.377062362828008,-1.4609900828296063,2,0.2916117256109569,0.12724283061301148
Oman,2021,Mid-COVID,-1.0149925060098792,0.2765474646966309,0,0.2916117256109569,0.12724283061301148
Panama,2021,Mid-COVID,-0.7524365383340369,-0.9104212270498752,0,0.2916117256109569,0.12724283061301148
Paraguay,2021,Mid-COVID,0.6364726044924532,-0.058983671573772406,0,0.2916117256109569,0.12724283061301148
Peru,2021,Mid-COVID,0.4932386307408102,-0.3552177846436377,0,0.2916117256109569,0.12724283061301148
Philippines,2021,Mid-COVID,1.5183561851770155,0.3760670239195677,0,0.2916117256109569,0.12724283061301148
Poland,2021,Mid-COVID,-1.2168702119831187,0.5654692490539717,0,0.2916117256109569,0.12724283061301148
Portugal,2021,Mid-COVID,-1.8247640958607847,-1.0060933687096743,2,0.2916117256109569,0.12724283061301148
Qatar,2021,Mid-COVID,-0.901256433425602,1.1090227582103374,0,0.2916117256109569,0.12724283061301148
Romania,2021,Mid-COVID,-0.9184820795865843,-0.06899969273063183,0,0.2916117256109569,0.12724283061301148
Russian Federation,2021,Mid-COVID,-0.9054501344542208,-0.9398632315797323,0,0.2916117256109569,0.12724283061301148
Samoa,2021,Mid-COVID,0.8044299303966349,-1.278599497411466,0,0.2916117256109569,0.12724283061301148
Saudi Arabia,2021,Mid-COVID,-0.5282825303724944,-0.719773694719448,0,0.2916117256109569,0.12724283061301148
Senegal,2021,Mid-COVID,3.4821723810367144,1.1995557856333814,3,0.2916117256109569,0.12724283061301148
Serbia,2021,Mid-COVID,-1.0060402702789595,-0.19830304139290597,0,0.2916117256109569,0.12724283061301148
Sierra Leone,2021,Mid-COVID,4.64153410905279,-0.7939471821977051,3,0.2916117256109569,0.12724283061301148
Singapore,2021,Mid-COVID,-4.134009378339296,8.803520944327515,1,0.2916117256109569,0.12724283061301148
Slovak Republic,2021,Mid-COVID,-2.5260971559889653,1.1891225852174965,2,0.2916117256109569,0.12724283061301148
Slovenia,2021,Mid-COVID,-2.5262716861874726,0.8549738846776681,2,0.2916117256109569,0.12724283061301148
South Africa,2021,Mid-COVID,-0.82862266712889,-2.722162938823708,0,0.2916117256109569,0.12724283061301148
Spain,2021,Mid-COVID,-2.1129210992966874,-1.8908739933830483,2,0.2916117256109569,0.12724283061301148
Sri Lanka,2021,Mid-COVID,2.1593509757098346,0.4147714069161955,0,0.2916117256109569,0.12724283061301148
Sweden,2021,Mid-COVID,-3.2247229480890813,-1.4050990707867361,2,0.2916117256109569,0.12724283061301148
Switzerland,2021,Mid-COVID,-1.2801921374268732,0.6132631479965752,2,0.2916117256109569,0.12724283061301148
Tanzania,2021,Mid-COVID,3.9703060732874533,0.8112153726265674,3,0.2916117256109569,0.12724283061301148
Thailand,2021,Mid-COVID,0.05017826639055705,1.6195138050269353,0,0.2916117256109569,0.12724283061301148
Timor-Leste,2021,Mid-COVID,0.2741838631889283,-1.224728270791877,0,0.2916117256109569,0.12724283061301148
Togo,2021,Mid-COVID,4.3475679668836715,0.4666161177579837,3,0.2916117256109569,0.12724283061301148
Tonga,2021,Mid-COVID,2.214742233298674,-0.2863838047517414,0,0.2916117256109569,0.12724283061301148
Turkiye,2021,Mid-COVID,-0.08450069904550006,-0.00197924169259789,0,0.2916117256109569,0.12724283061301148
Ukraine,2021,Mid-COVID,0.47608474835160197,-0.6181630644788365,0,0.2916117256109569,0.12724283061301148
United Kingdom,2021,Mid-COVID,-3.3928789859826094,-2.167885580093845,2,0.2916117256109569,0.12724283061301148
United States,2021,Mid-COVID,-2.563482663759212,-3.0163265637903636,2,0.2916117256109569,0.12724283061301148
Uruguay,2021,Mid-COVID,-1.2792071586405922,-1.642317635482309,2,0.2916117256109569,0.12724283061301148
Uzbekistan,2021,Mid-COVID,3.005704616464811,0.5317091128119606,3,0.2916117256109569,0.12724283061301148
Viet Nam,2021,Mid-COVID,1.476994521986413,3.384461801728922,3,0.2916117256109569,0.12724283061301148
Zimbabwe,2021,Mid-COVID,2.0694400890591007,-0.15619834474813024,3,0.2916117256109569,0.12724283061301148
