Country Name,Country Code,Year,"Agriculture, forestry, and fishing, value added (% of GDP)",Current health expenditure (% of GDP),Domestic general government health expenditure (% of GDP),Domestic general government health expenditure (% of current health expenditure),Domestic private health expenditure (% of current health expenditure),Exports of goods and services (% of GDP),"Foreign direct investment, net inflows (% of GDP)",GDP growth (annual %),Gross capital formation (% of GDP),Imports of goods and services (% of GDP),"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Manufacturing, value added (% of GDP)","Personal remittances, received (% of GDP)",Population density (people per sq. km of land area),"School enrollment, primary (% gross)","Self-employed, total (% of total employment) (modeled ILO estimate)","Services, value added (% of GDP)","Unemployment, total (% of total labor force) (modeled ILO estimate)"
"Gambia, The",GMB,2019,20.004045872555487,3.158566,1.30072176,41.18076706,31.71093178,20.165891238048623,3.9194379121789047,6.222053159948587,24.653843161222817,35.83202038,48.804,3.787177036810716,15.208625571184406,242.7711462450593,89.36565028,71.3805476,54.774228025317754,4.538
"Gambia, The",GMB,2020,21.24400520176356,3.72824287,2.42524147,65.05052185,27.2722187,9.607643888,10.461275573721718,0.5914872878739743,32.342054688720026,37.78787628528429,48.894,2.613383787581325,22.97900726,248.59021739130435,91.41179343,71.31602038,53.953706415542214,5.892
"Gambia, The",GMB,2021,23.579267737043047,3.18962693,1.61589122,50.66082001,31.98589134,6.617334760206911,12.502620127966887,5.255968788167436,30.37079024993948,35.48064803696852,48.847,1.902071901,27.16029204623788,254.54644268774703,91.20665597,70.63464837,53.393154490664315,6.269
Georgia,GEO,2019,7.335486264730724,6.66,2.72,40.82,58.66,54.30430841008727,7.925232226,5.380719265899515,27.168228492136908,63.505771829626354,68.553,8.825634879137674,12.80285896426542,65.08556982,101.8533936,49.71775047,60.099726903430806,11.565
Georgia,GEO,2020,8.316548434,8.43,3.7,43.88,55.32,36.90032416798891,3.3983767313965414,-6.290471785,24.6056866,55.99076000723051,68.843,9.428180923497155,13.17641614818727,65.13027048,101.7624435,49.80298796,57.88861816867179,11.73
Georgia,GEO,2021,7.227317370397207,8.42,4.49,53.37,45.97,42.67436120808906,6.742951463600515,10.644233658096924,20.678850207496215,58.92654634082077,66.157,9.916045715038535,14.023815635964082,64.88348088,102.9667206,49.1905453,58.698590837230746,11.791
Germany,DEU,2019,0.833691667,11.71550655,9.04012394,77.16374969,22.83625412,42.38630448558367,1.9069868805970256,0.987893349167578,21.300072421128867,36.74744262888698,79.208,19.368832888245148,0.4634145643303358,237.82295429176563,102.5474701,9.575511853,62.90951885212511,3.163
Germany,DEU,2020,0.7288918779459767,12.69255257,9.96393967,78.50225067,21.49774742,39.16918385213444,4.4866657107403585,-4.095137491,21.666734306967143,33.82407337619796,78.535,18.637328169479535,0.4776400902881572,238.01731875554535,101.9966583,8.875208336,63.72954122483057,3.881
Germany,DEU,2021,0.7421813374822519,12.93412971,10.22433567,79.04927826,20.95072556,42.65758365384092,2.3491652817301607,3.669999861567348,22.46138948880173,37.49903439721906,78.655,18.696762646676422,0.466167565,238.11808580669165,101.34655,8.848127053,63.391632167900646,3.594
Ghana,GHA,2019,17.323230201461975,4.29847813,2.30539036,53.63271332,37.78946304,37.449599862531066,5.677416979771019,6.507774793915203,18.647275616147223,39.375202869620914,67.369,10.16121873087278,5.931833757185465,137.38202810141826,98.37718964,72.13022637,45.141149957678635,3.16
